	SampleID	Phylum	RA	TreatmentID	Site	Sitetre	Treatment	Soiltype	ComTreament	Comparts	SiteCom	Maize.variety	Growing.day
2884	LEHLNPKM8	Others	0.01	NPKM8	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2885	LEHLNPKM9	Abditibacteriota	0	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2886	LEHLNPKM9	Acidobacteriota	0.02	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2887	LEHLNPKM9	Actinobacteriota	17.1	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2888	LEHLNPKM9	Bacteroidota	0.16	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2889	LEHLNPKM9	Chloroflexi	0.01	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2890	LEHLNPKM9	Deinococcota	26.74	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2891	LEHLNPKM9	Firmicutes	1.21	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2892	LEHLNPKM9	Gemmatimonadota	0	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2893	LEHLNPKM9	Myxococcota	0.12	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2894	LEHLNPKM9	Nitrospirota	0	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2895	LEHLNPKM9	Alphaproteobacteria	33.07	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2896	LEHLNPKM9	Gammaproteobacteria	21.51	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2897	LEHLNPKM9	unclassified	0.03	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2898	LEHLNPKM9	Others	0.02	NPKM9	HL	HLNPKM	NPKM	BSA	LEHLNPKM	LE	HLLE	KW6	102d
2899	LEJXCK1	Abditibacteriota	0.05	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2900	LEJXCK1	Acidobacteriota	0.11	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2901	LEJXCK1	Actinobacteriota	6.81	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2902	LEJXCK1	Bacteroidota	1.89	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2903	LEJXCK1	Chloroflexi	0.36	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2904	LEJXCK1	Deinococcota	1.26	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2905	LEJXCK1	Firmicutes	0.57	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2906	LEJXCK1	Gemmatimonadota	0.04	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2907	LEJXCK1	Myxococcota	0.07	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2908	LEJXCK1	Nitrospirota	0.02	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2909	LEJXCK1	Alphaproteobacteria	51.69	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2910	LEJXCK1	Gammaproteobacteria	37.04	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2911	LEJXCK1	unclassified	0.02	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2912	LEJXCK1	Others	0.1	CK1	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2913	LEJXCK2	Abditibacteriota	0	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2914	LEJXCK2	Acidobacteriota	0.08	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2915	LEJXCK2	Actinobacteriota	5.77	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2916	LEJXCK2	Bacteroidota	0.24	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2917	LEJXCK2	Chloroflexi	0.03	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2918	LEJXCK2	Deinococcota	0.69	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2919	LEJXCK2	Firmicutes	0.16	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2920	LEJXCK2	Gemmatimonadota	0	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2921	LEJXCK2	Myxococcota	0.02	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2922	LEJXCK2	Nitrospirota	0	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2923	LEJXCK2	Alphaproteobacteria	41.73	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2924	LEJXCK2	Gammaproteobacteria	51.26	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2925	LEJXCK2	unclassified	0.01	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2926	LEJXCK2	Others	0.01	CK2	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2927	LEJXCK3	Abditibacteriota	0	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2928	LEJXCK3	Acidobacteriota	0.02	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2929	LEJXCK3	Actinobacteriota	2.52	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2930	LEJXCK3	Bacteroidota	0.36	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2931	LEJXCK3	Chloroflexi	0.02	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2932	LEJXCK3	Deinococcota	0.31	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2933	LEJXCK3	Firmicutes	0.06	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2934	LEJXCK3	Gemmatimonadota	0.01	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2935	LEJXCK3	Myxococcota	0.01	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2936	LEJXCK3	Nitrospirota	0	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2937	LEJXCK3	Alphaproteobacteria	17.66	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2938	LEJXCK3	Gammaproteobacteria	79.01	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2939	LEJXCK3	unclassified	0	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2940	LEJXCK3	Others	0.02	CK3	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2941	LEJXCK4	Abditibacteriota	0	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2942	LEJXCK4	Acidobacteriota	0.02	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2943	LEJXCK4	Actinobacteriota	4	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2944	LEJXCK4	Bacteroidota	0.7	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2945	LEJXCK4	Chloroflexi	0.02	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2946	LEJXCK4	Deinococcota	0.55	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2947	LEJXCK4	Firmicutes	0.08	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2948	LEJXCK4	Gemmatimonadota	0	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2949	LEJXCK4	Myxococcota	0.02	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2950	LEJXCK4	Nitrospirota	0	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2951	LEJXCK4	Alphaproteobacteria	75.93	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2952	LEJXCK4	Gammaproteobacteria	18.66	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2953	LEJXCK4	unclassified	0	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2954	LEJXCK4	Others	0.02	CK4	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2955	LEJXCK5	Abditibacteriota	0.01	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2956	LEJXCK5	Acidobacteriota	0.05	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2957	LEJXCK5	Actinobacteriota	10.6	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2958	LEJXCK5	Bacteroidota	0.15	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2959	LEJXCK5	Chloroflexi	0.05	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2960	LEJXCK5	Deinococcota	1.86	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2961	LEJXCK5	Firmicutes	0.29	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2962	LEJXCK5	Gemmatimonadota	0	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2963	LEJXCK5	Myxococcota	0.04	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2964	LEJXCK5	Nitrospirota	0	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2965	LEJXCK5	Alphaproteobacteria	74.79	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2966	LEJXCK5	Gammaproteobacteria	12.09	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2967	LEJXCK5	unclassified	0.03	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2968	LEJXCK5	Others	0.05	CK5	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2969	LEJXCK6	Abditibacteriota	0	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2970	LEJXCK6	Acidobacteriota	0.03	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2971	LEJXCK6	Actinobacteriota	14.53	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2972	LEJXCK6	Bacteroidota	1.67	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2973	LEJXCK6	Chloroflexi	0.03	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2974	LEJXCK6	Deinococcota	1.06	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2975	LEJXCK6	Firmicutes	0.08	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2976	LEJXCK6	Gemmatimonadota	0	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2977	LEJXCK6	Myxococcota	0.03	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2978	LEJXCK6	Nitrospirota	0	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2979	LEJXCK6	Alphaproteobacteria	70.29	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2980	LEJXCK6	Gammaproteobacteria	12	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2981	LEJXCK6	unclassified	0.11	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2982	LEJXCK6	Others	0.18	CK6	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2983	LEJXCK7	Abditibacteriota	0	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2984	LEJXCK7	Acidobacteriota	0.03	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2985	LEJXCK7	Actinobacteriota	5.28	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2986	LEJXCK7	Bacteroidota	0.23	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2987	LEJXCK7	Chloroflexi	0.04	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2988	LEJXCK7	Deinococcota	0.55	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2989	LEJXCK7	Firmicutes	0.17	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2990	LEJXCK7	Gemmatimonadota	0	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2991	LEJXCK7	Myxococcota	0.12	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2992	LEJXCK7	Nitrospirota	0	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2993	LEJXCK7	Alphaproteobacteria	77.51	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2994	LEJXCK7	Gammaproteobacteria	15.98	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2995	LEJXCK7	unclassified	0.01	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2996	LEJXCK7	Others	0.07	CK7	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2997	LEJXCK8	Abditibacteriota	0.01	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2998	LEJXCK8	Acidobacteriota	0.19	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
2999	LEJXCK8	Actinobacteriota	25.64	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3000	LEJXCK8	Bacteroidota	0.27	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3001	LEJXCK8	Chloroflexi	0.41	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3002	LEJXCK8	Deinococcota	0.66	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3003	LEJXCK8	Firmicutes	0.9	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3004	LEJXCK8	Gemmatimonadota	0	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3005	LEJXCK8	Myxococcota	0.06	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3006	LEJXCK8	Nitrospirota	0	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3007	LEJXCK8	Alphaproteobacteria	58	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3008	LEJXCK8	Gammaproteobacteria	13.47	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3009	LEJXCK8	unclassified	0.07	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3010	LEJXCK8	Others	0.34	CK8	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3011	LEJXCK9	Abditibacteriota	0.01	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3012	LEJXCK9	Acidobacteriota	0.11	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3013	LEJXCK9	Actinobacteriota	15.33	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3014	LEJXCK9	Bacteroidota	0.07	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3015	LEJXCK9	Chloroflexi	0.03	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3016	LEJXCK9	Deinococcota	11.1	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3017	LEJXCK9	Firmicutes	0.68	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3018	LEJXCK9	Gemmatimonadota	0.01	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3019	LEJXCK9	Myxococcota	0.04	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3020	LEJXCK9	Nitrospirota	0	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3021	LEJXCK9	Alphaproteobacteria	62.95	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3022	LEJXCK9	Gammaproteobacteria	9.6	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3023	LEJXCK9	unclassified	0.02	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3024	LEJXCK9	Others	0.05	CK9	JX	JXCK	CK	RSA	LEJXCK	LE	JXLE	YD13	77d
3025	LEJXNPK1	Abditibacteriota	0	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3026	LEJXNPK1	Acidobacteriota	0.09	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3027	LEJXNPK1	Actinobacteriota	2.39	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3028	LEJXNPK1	Bacteroidota	0.12	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3029	LEJXNPK1	Chloroflexi	0.04	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3030	LEJXNPK1	Deinococcota	0.48	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3031	LEJXNPK1	Firmicutes	0.4	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3032	LEJXNPK1	Gemmatimonadota	0.02	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3033	LEJXNPK1	Myxococcota	0.03	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3034	LEJXNPK1	Nitrospirota	0.01	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3035	LEJXNPK1	Alphaproteobacteria	25.99	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3036	LEJXNPK1	Gammaproteobacteria	70.4	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3037	LEJXNPK1	unclassified	0	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3038	LEJXNPK1	Others	0.04	NPK1	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3039	LEJXNPK2	Abditibacteriota	0	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3040	LEJXNPK2	Acidobacteriota	0.33	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3041	LEJXNPK2	Actinobacteriota	7.39	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3042	LEJXNPK2	Bacteroidota	0.17	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3043	LEJXNPK2	Chloroflexi	0.04	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3044	LEJXNPK2	Deinococcota	1.13	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3045	LEJXNPK2	Firmicutes	7.14	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3046	LEJXNPK2	Gemmatimonadota	0	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3047	LEJXNPK2	Myxococcota	0.07	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3048	LEJXNPK2	Nitrospirota	0	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3049	LEJXNPK2	Alphaproteobacteria	40.4	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3050	LEJXNPK2	Gammaproteobacteria	43.2	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3051	LEJXNPK2	unclassified	0.02	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3052	LEJXNPK2	Others	0.1	NPK2	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3053	LEJXNPK3	Abditibacteriota	0	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3054	LEJXNPK3	Acidobacteriota	0.08	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3055	LEJXNPK3	Actinobacteriota	12.35	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3056	LEJXNPK3	Bacteroidota	0.48	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3057	LEJXNPK3	Chloroflexi	0.09	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3058	LEJXNPK3	Deinococcota	0.33	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3059	LEJXNPK3	Firmicutes	2.25	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3060	LEJXNPK3	Gemmatimonadota	0	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3061	LEJXNPK3	Myxococcota	0.02	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3062	LEJXNPK3	Nitrospirota	0	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3063	LEJXNPK3	Alphaproteobacteria	38.25	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3064	LEJXNPK3	Gammaproteobacteria	46.09	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3065	LEJXNPK3	unclassified	0.01	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3066	LEJXNPK3	Others	0.03	NPK3	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3067	LEJXNPK4	Abditibacteriota	0	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3068	LEJXNPK4	Acidobacteriota	0.08	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3069	LEJXNPK4	Actinobacteriota	8.99	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3070	LEJXNPK4	Bacteroidota	0.37	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3071	LEJXNPK4	Chloroflexi	0.03	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3072	LEJXNPK4	Deinococcota	0.97	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3073	LEJXNPK4	Firmicutes	0.34	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3074	LEJXNPK4	Gemmatimonadota	0	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3075	LEJXNPK4	Myxococcota	0.02	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3076	LEJXNPK4	Nitrospirota	0	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3077	LEJXNPK4	Alphaproteobacteria	80.81	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3078	LEJXNPK4	Gammaproteobacteria	8.31	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3079	LEJXNPK4	unclassified	0.04	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3080	LEJXNPK4	Others	0.03	NPK4	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3081	LEJXNPK5	Abditibacteriota	0	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3082	LEJXNPK5	Acidobacteriota	0.04	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3083	LEJXNPK5	Actinobacteriota	10.47	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3084	LEJXNPK5	Bacteroidota	0.3	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3085	LEJXNPK5	Chloroflexi	0.09	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3086	LEJXNPK5	Deinococcota	1.84	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3087	LEJXNPK5	Firmicutes	0.09	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3088	LEJXNPK5	Gemmatimonadota	0	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3089	LEJXNPK5	Myxococcota	0.02	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3090	LEJXNPK5	Nitrospirota	0	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3091	LEJXNPK5	Alphaproteobacteria	75.49	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3092	LEJXNPK5	Gammaproteobacteria	11.61	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3093	LEJXNPK5	unclassified	0.01	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
3094	LEJXNPK5	Others	0.04	NPK5	JX	JXNPK	NPK	RSA	LEJXNPK	LE	JXLE	YD13	77d
